#synthetic magnetometer, 45,0000 rpm, hard iron (28,0, -15,0, 9,0) uT
t,x,y,z
0.68,13.025769400675522,-14.16608128172116,53.65727522605658
0.7000000000000001,12.885394190143955,-16.242627313105203,54.041521372269806
0.72,13.092922744327952,-17.601394622696365,53.82706483626578
0.74,14.139492975010132,-19.07479167372994,53.433321100197595
0.76,14.84637595328531,-21.017377985634734,53.70261489670511
0.78,15.581238096141123,-22.995422468961088,53.948230564170686
0.8,17.146241744397518,-24.78685920292262,53.13536716515407
0.8200000000000001,17.66178191804567,-26.193962900366273,54.43137276968366
0.84,19.06183889983619,-27.413218551642302,53.93858144243946
0.86,20.23436438351886,-29.260767655722823,54.28621564057098
0.88,21.012784381879854,-29.679608422604822,53.75079149571195
0.9,23.26082619192523,-31.017296615797846,54.021920259049494
0.92,24.549824612627198,-31.76584528007276,53.72778417225706
0.9400000000000001,25.352083605471094,-33.08688523367026,54.02729821253919
0.96,27.02344070404093,-33.6363608982186,53.62739195401031
0.98,29.116209444359406,-33.8918488434898,53.68078212197773
1,30.221415206364902,-34.062319767221325,54.04007103515743
1.02,31.922292492111293,-33.91861410103995,53.95298394339682
1.04,32.81001687260875,-34.01468821059075,53.70806319519997
1.06,34.63586590178333,-34.201853575083724,54.14142316202822
1.08,35.03428018891536,-33.71733340218656,54.332882817608784
1.1,36.59630966661955,-33.09356599971292,53.999050050998065
1.12,37.62807128708688,-31.983525107845857,54.14649881043915
1.1400000000000001,38.76973303472356,-31.04782954591927,53.45302268989256
1.16,39.88064690983771,-30.600439236697625,54.10919012253876
1.18,41.09395224546438,-29.45680103359825,54.11232248564772
1.2,41.58360448421669,-27.988861439333967,54.071068546560774
1.22,42.32422069277347,-26.174581953666387,54.446660860027656
1.24,42.854920393780205,-24.651597039231667,53.79800075781118
1.26,43.40953101901504,-23.27570109449882,53.993638016843505
1.28,43.673237002894545,-21.434889030254904,53.94380138173768
1.3,43.23926676075817,-20.192017535656092,53.95219184580564
1.32,43.86114889740027,-18.069840354255106,54.03936497336135
1.34,43.19994574791116,-16.5751560506941,54.21650605027048
1.36,43.69188885476589,-14.769209170521926,53.90020528597982
1.3800000000000001,42.83999840585953,-13.004878720028431,54.091884995090595
1.4000000000000001,41.79759347564836,-10.983103206759267,54.29944490653959
1.42,40.55805207415517,-8.793603110545028,53.993888231717165
1.44,40.54265093652871,-7.985509474561396,53.93191377563505
1.46,39.60810788396163,-5.65161368722144,53.9967206091413
1.48,38.35643775575998,-4.672170105938017,53.995592027593176
1.5,37.05024941568064,-2.7671505753477277,54.21938887205652
1.52,35.938219701533434,-1.8530781860077106,54.077969960321084
1.54,34.963158163449584,-0.1554046813693084,53.82396701597897
1.56,33.89289312288474,0.6214272242637335,53.768753783643575
1.58,31.75094485703533,2.029654553207463,54.27563360457868
1.6,30.786321223104295,2.591079829126272,53.78970446948261
1.62,29.47295714702157,3.6077442502993797,53.53555824678068
1.6400000000000001,27.61806661735088,4.07921038936362,53.94136451977438
1.6600000000000001,26.68222283891861,3.69806948974834,53.805683426564066
1.68,25.183661114802106,3.926089636737494,53.98070537890399
1.7,23.343570191491008,3.984043007436158,54.42474209086366
1.72,22.17773425743369,3.7066269473304203,53.98389130302444
1.74,20.95434996820826,4.126008463727498,53.97265786829355
1.76,20.303676408673386,3.230411452826047,54.20727618269553
1.78,18.853144976631732,2.287231790691468,53.52539078184007
1.8,17.5177483250057,1.6837282690548,54.1263770379021
1.82,16.59518537451474,0.7068909920599786,53.35065872772498
1.84,15.249907998753539,-0.6765617569623981,53.45793938131999
1.86,15.033801269239685,-1.87834864765885,53.99284230925924
1.8800000000000001,14.417630646498907,-2.721415151225923,54.49445610217582
1.9000000000000001,13.195752392370261,-4.576543182966406,53.4835486232182
1.92,13.140739604452044,-6.295786962426387,53.91682764148446
1.94,12.988505016321902,-7.645087744595466,53.76421052538507
1.96,12.557545799864666,-9.522178063648262,54.34554528402691
1.98,12.701456281613279,-11.080953477269725,54.19696497374373
2,12.833303039796924,-12.797214685809188,54.02761497609262
2.02,12.862878628860685,-14.958225043025461,54.36481816847861
2.04,13.523831586646839,-16.36786964611681,53.94273855580339
2.06,14.007201757743614,-18.916058014966396,54.44664171452795
2.08,14.692646747741165,-20.08884848116549,53.699997926875035
2.1,15.500895160722603,-21.4914068998758,54.47762548707726
2.12,16.223784165046062,-23.025236483798643,54.14390078397898
2.14,35.73599258640027,-39.41413145353731,67.70575887178839
2.16,18.309681325556312,-26.82645887159716,54.22366071033342
2.18,18.70085226806036,-28.263641969249065,53.389414190766274
2.2,20.846113620888175,-29.174926679107955,54.26266453172
2.22,22.019728515789573,-30.158592382375033,54.10182427005857
2.24,23.275298329803164,-31.873098235685376,54.40640441806191
2.2600000000000002,24.680074702960212,-32.620947415574655,53.73372759720094
2.2800000000000002,25.83006073828263,-33.37731831935807,54.18158819705884
2.3000000000000003,27.659568374420797,-32.7373011307527,53.911628020646354
2.32,29.26881151334592,-34.073889856208524,54.4594821065046
2.34,30.415452097174395,-34.23657506961969,53.6318847956943
2.36,31.548991783277977,-34.53320668898263,53.792055579035896
2.38,33.680004893781984,-33.820080360318954,54.06301813745023
2.4,34.533834300588275,-34.20145252148761,54.428336446813994
2.42,36.05980434579292,-33.61824882105758,53.99036589439057
2.44,36.590708258913764,-32.81605086900889,54.380427657191404
2.46,37.84298835358134,-32.20041307828646,54.02390556606668
2.48,38.969123678817844,-31.169280929424325,54.128328106585954
2.5,40.083679006216386,-29.603377599040428,54.156241309442855
2.52,41.44479331295929,-28.823014561979676,54.106358972062935
2.54,41.482901703731386,-27.661023609059598,53.55758373883708
2.56,42.86723714622829,-26.11947131426789,54.0015997155465
2.58,43.133071874293925,-24.276024391369027,54.02841611462482
2.6,43.08095649569193,-22.300952033903496,54.1854818631254
2.62,42.94383611644639,-20.98345596969086,54.15846503311141
2.64,44.1160486996534,-19.534548034195716,54.088314339608004
2.66,43.088082982767155,-17.560535881782123,53.909804362460996
2.68,44.02987250338209,-15.703205191312875,54.386172398752564
2.7,42.660343964263156,-14.249766888683082,54.29312197198607
2.72,42.738093759452426,-12.513475986667181,53.460352944956625
2.74,41.71072048679277,-10.901585458286986,53.83566184094505
2.7600000000000002,40.47187168817894,-8.517417793381775,54.370213574251935
2.7800000000000002,40.376907901714986,-7.0037606382930075,53.95940444804092
2.8000000000000003,38.94552528532722,-4.997559174355958,53.87255472145618
2.82,37.874375282492025,-3.8465222769878054,53.545885633589734
2.84,36.97745207650795,-2.668498920859042,54.158401686871805
2.86,35.735442854709866,-0.8661083191019312,54.03166057215854
2.88,33.881110190130514,0.3427016952953075,53.55752375046637
2.9,33.26691193358088,1.2337877922461864,54.76100292086198
2.92,32.308374493823585,1.5836664325402197,53.72362476811096
2.94,29.93588159884094,2.504105176647439,53.48439489937513
2.96,28.78084336201846,2.9511970728740415,53.561164036730126
2.98,27.508872848350435,3.946998944673256,53.96823241167288
3,25.92956870784321,3.727501956110032,54.12780710547848
3.02,24.404380558421586,4.226337917912888,54.07279212228764
3.04,22.542660007020462,4.379539834903465,53.75837948019566
3.06,22.269263408947385,4.168144082984396,53.592354981818374
3.08,20.39891835123529,3.426858545374939,54.528148735536234
3.1,19.202678688358432,3.4848607537632006,53.721626823390274
3.12,18.221786502719258,2.0513662338057372,53.820162701721
3.14,16.74666562124185,1.5917063533260478,53.967538828770756
3.16,15.71727573688182,0.4014883485030012,53.93955433608127
3.18,15.804371674972368,-1.0553941390453776,53.76860574835243
3.2,14.573214719027963,-2.5737340796668704,53.83816578945239
3.22,13.391535713387452,-3.7906147476063126,53.94204972528319
3.24,13.461571829647486,-4.914347315384424,54.26955133714044
3.2600000000000002,12.576286353013725,-6.993163092619005,54.08717423515638
3.2800000000000002,12.633039267134379,-8.07994690824485,54.91660945968588
3.3000000000000003,12.295110328128004,-9.769129901773098,53.93596384731539
3.3200000000000003,13.181719722506696,-11.598070954392268,53.80775746844152
3.34,12.845775670366107,-13.406198749957372,54.23821827457192
3.36,13.405926705517693,-15.012430019447372,53.974459516069004
3.38,13.674195977503238,-16.857218739824663,53.8192841233837
3.4,13.964521062972132,-19.70250840566167,54.25529634479451
3.42,14.99434767943734,-20.731577310257453,54.37239423131254
3.44,15.637304116153553,-22.57201201020283,54.11521562213815
3.46,16.148661736470807,-24.106685070422618,53.82308895169567
3.48,17.560911451900633,-25.38531233718225,53.93475550195643
3.5,18.27919262517976,-26.94181168314845,53.874682970238695
3.52,20.274910793275684,-28.591355938202497,53.756643953469464
3.54,20.85924340096961,-29.991968036987245,54.126285279152334
3.56,22.509678157248054,-31.116000732978197,54.41469014683205
3.58,24.385577639292592,-31.43468007050081,53.86448167445495
3.6,25.062679311828628,-32.98525481870753,54.568938333646706
3.62,26.960501445095154,-33.14158637590822,54.48727594293182
3.64,27.61021957854492,-33.61748295136875,54.300218004506426
3.66,29.547152387557986,-33.73627755107244,54.17597356542614
3.68,31.052679584458314,-33.88473382667222,53.88721972601509
3.7,32.16517648764068,-34.3212253975463,54.010711523906636
3.72,33.69512111058593,-33.697562559813846,53.89917956647211
3.74,34.87886210365058,-32.876542631943785,54.21615135918907
3.7600000000000002,36.40286494909804,-33.37891683982015,54.632680327957885
3.7800000000000002,37.39392451410797,-32.99096767880414,54.09544643864261
3.8000000000000003,38.97241513789204,-31.647501883374197,54.221289833486445
3.8200000000000003,39.865899135381916,-30.588365132418264,54.09545590766727
3.84,40.216918157165004,-29.41497647027056,53.8208174806535
3.86,41.26858974292699,-28.35644961375095,54.275828756412565
3.88,42.10527413227811,-27.246318375392043,53.9346835099666
3.9,42.12203503043673,-25.067449172774545,54.15292559387656
3.92,42.78045069355923,-23.706720515157144,53.98349598094414
3.94,43.081802691861945,-22.54644533551644,54.25472551131284
3.96,43.44818859681622,-21.371841391592863,53.77487213833172
3.98,43.28417788567454,-18.643978581770686,54.314218366779954
4,43.105507888930966,-16.49688457127992,53.72496360979196
4.0200000000000005,43.235267728052136,-15.314481848702089,54.308418369153316
4.04,42.701286479552465,-13.298540431620477,53.760973912917386
4.0600000000000005,41.99318167767771,-11.802408133039872,53.884624787003276
4.08,41.78766641636615,-10.135136634109182,53.69160851159496
4.1,40.6298803349694,-7.858601864981068,54.20393033580345
4.12,40.13642898537091,-6.871276315207947,54.00237401412224
4.14,38.643245809033246,-4.175396077924441,54.03421630352966
4.16,37.67110419299216,-3.7437716244704937,54.51235529014851
4.18,37.288550597717986,-2.4497272475844643,53.586997415479814
4.2,35.4649941046492,-0.5400249498821772,54.06526271717756
4.22,33.91970719247771,-0.12447571866081475,53.95551063023542
4.24,33.22248661158495,1.35460780396701,53.6330327204183
4.26,30.960175892961374,2.1805754597716316,53.99409934242543
4.28,30.36011585817836,2.99046604990472,54.25204067907542
4.3,28.590999086786397,3.607805417188988,53.63534724293916
4.32,27.04278289699018,3.9150413251039673,54.28523098090586
4.34,25.429228460828494,4.454154468317704,53.56220091428076
4.36,24.028718057102452,4.420632977265392,53.8706768678662
4.38,22.855306145965628,4.099834850628929,54.17124605094757
4.4,21.29863390846531,3.9350917120176305,53.855710270761094
4.42,20.240543494034107,3.1172333227638322,53.69962919986081
4.44,18.479599636225892,2.775974635113643,54.190060659804374
4.46,17.929723904248014,1.8485801802196793,54.08151218933224
4.48,16.37081413866481,0.9472145519467805,54.03717563660147
4.5,15.795609478164973,2.278193161053821E-05,54.05896037802829
4.5200000000000005,15.254667647351784,-1.686261146424819,53.563546966609316
4.54,14.745868532408512,-2.575918585021256,53.86380664000171
4.5600000000000005,13.933131765488719,-3.7268695328543213,54.440751946091346
4.58,13.332511625740004,-5.589533815374972,53.731218545344085
4.6000000000000005,12.7781258654767,-6.552046267057322,53.855769904594396
4.62,12.58207951597186,-8.957483015957635,53.994904800010595
4.64,12.266554531490833,-10.68562951557286,54.28481270335915
4.66,12.492038073037666,-12.999220922394077,53.49558128005628
4.68,12.776909751347784,-13.63242514897565,53.52546295580454
4.7,13.476941538435561,-15.825054957259209,53.960873555639324
4.72,13.526463678989868,-17.917070286646656,53.89441934522425
4.74,14.497165432071187,-19.745579993131543,54.44062524830036
4.76,15.159912315865087,-21.72737241610722,54.04745151488916
4.78,15.976479363505693,-23.2142292666589,53.9470032447962
4.8,17.02888904133458,-24.847531024764216,53.80174515162098
4.82,17.7050341448721,-26.316405795718993,54.1012152779745
4.84,18.862879236005174,-27.261204442147708,53.855531950344584
4.86,20.13330460388542,-28.67025835351526,53.76674490893342
4.88,21.65575660782338,-29.659842451946613,53.986567795877775
4.9,22.64738038015519,-31.042572652741118,54.426289857942855
4.92,23.853788319348965,-32.244264468372606,54.59413876610124
4.94,25.911259333684242,-32.594808162253024,54.372811293157
4.96,27.29241388392753,-33.24905550968637,54.213154835878356
4.98,28.30543182508321,-33.6584311514263,54.063516791914935
5,29.868190238162605,-34.13208769590269,53.602854530218686
5.0200000000000005,31.29039016827039,-34.40576799807107,54.10170034014872
5.04,33.0056080435708,-34.33860115790993,53.92393969972665
5.0600000000000005,34.39521964376645,-34.18619567490778,53.656159473901425
5.08,34.64816383075312,-33.42662902010629,53.965208063219535
5.1000000000000005,36.448937519578465,-32.850976766277526,54.3907206467085
5.12,37.958189002906444,-32.33101501807093,53.93946970904745
5.14,38.82294875467613,-31.82209549054651,54.342640845848855
5.16,40.17342626903978,-30.309905651720204,54.17024287119486
5.18,41.16057562976542,-29.60281233042649,54.55252206980214
5.2,41.914929590700424,-27.56138980550322,54.19052009348904
5.22,42.035367933954696,-26.106405614795545,54.031569892622215
5.24,42.80696168032346,-24.70180440066194,54.04632052859014
5.26,43.289133036960195,-23.288051982338388,54.492223934830236
5.28,42.53567824108942,-21.49837205552253,54.11707325196397
5.3,43.36341322222616,-20.270661880309937,54.08169679778973
5.32,43.694278430632174,-18.26098767350613,52.98828993191584
5.34,42.45039873006526,-16.273611761001575,54.0648422972272
5.36,42.875642036347365,-14.76395439174382,54.136017763770475
5.38,42.40711145557109,-13.212204290193968,54.015860882119824
5.4,42.21990204893038,-10.877003629065095,54.0146175014811
5.42,41.30074820706825,-9.24119046865588,54.26746252023962
5.44,41.2101117629841,-7.457707394687245,53.192475021908585
5.46,39.488829309501156,-6.632172721713523,53.612700140833056
5.48,38.44508702992204,-4.156151375142285,54.046394562262705
5.5,37.7754861945172,-2.8916231674455712,53.88430078949654
5.5200000000000005,36.22228228860179,-1.9477910597646595,54.18569729653339
5.54,34.48410420301999,-0.004504983880245561,54.05747828686036
5.5600000000000005,33.15694846100914,0.5653587367294577,54.23642741805975
5.58,32.87067109640101,1.8560622330858099,53.915632401801105
5.6000000000000005,30.70197809159915,3.0700219001480438,54.5145367992687
5.62,29.461851296684046,3.2392988067877173,53.73252779767561
5.64,28.112183352454643,3.491773844385607,53.86451488132163
5.66,26.234493776004932,3.4753244049766927,53.765665213310584
5.68,25.20986641630176,4.381569048401705,53.89026239377537
5.7,23.461266077522044,4.081280041513811,53.682858762232726
5.72,22.13449327099351,3.9886753752456254,54.15025034990708
5.74,20.97104545371606,3.9132946489993685,53.4723093953884
5.76,20.107524250764612,2.9466301496488807,54.28193845667096
5.78,18.43472156910822,2.586486171756503,54.54726735169457
5.8,17.553279758748538,1.601468728588161,53.90223542723388
5.82,16.389720985120277,0.7552378683369909,54.50862305646186
5.84,15.685634934312281,-0.5221614057022759,53.99418405863466
5.86,14.66996236506133,-1.693033715017041,53.82432860824031
5.88,14.622038597174802,-2.9202021095875317,53.45875358133132
5.9,13.46994280008982,-4.186561435726032,53.99357195639571
5.92,13.07203704402803,-6.348909678476119,54.174992292524514
5.94,13.05300139964544,-7.997933938387523,54.26090986330198
5.96,12.505936775562414,-9.466890769008806,54.36603322262881
5.98,12.530202019582953,-10.22206149315451,53.807582354767476
6,12.869996433131677,-13.155022969431876,54.259414286064576
6.0200000000000005,12.736170778699769,-14.832406072971853,53.40884370528241
6.04,13.463562514755633,-16.43981260342163,54.13785385907245
6.0600000000000005,14.04130676224346,-18.53829862418288,54.25437593968973
6.08,14.238880703281563,-20.620609899091527,53.81090318708637
6.1000000000000005,14.969405783156684,-21.90048190054566,54.14015966808657
6.12,15.681891128741729,-23.46791908857221,54.154036653648674
6.140000000000001,17.04870615771258,-24.986185089674834,53.65671272321633
6.16,18.30331691001305,-27.615558878701087,53.756092045544946
6.18,19.47500078016803,-28.260434441279337,53.87132343236002
6.2,20.941225563568445,-29.445145216536318,54.039477842908916
6.22,22.133958903697923,-30.132281494611995,54.10614872890678
6.24,23.565621878768304,-31.244745522057464,53.939178477708104
6.26,24.80709583466298,-32.4243563282494,53.95003048649394
6.28,25.92658984468704,-32.841920898076324,53.81504879579023
6.3,27.19628822258485,-34.16467991947177,54.25973352618006
6.32,28.751565585967374,-33.930174339345655,54.371460393125794
6.34,30.66130515684412,-34.50958098455017,53.733668053009566
6.36,32.15830729648259,-34.10207462450282,53.86065940946491
6.38,33.38401096901319,-33.63472445256895,54.102614025334226
6.4,34.39808239726398,-34.18435203502736,53.749236614915674
6.42,35.74977428899021,-33.430376291022114,54.158689229061174
6.44,37.1992823459821,-32.86057020816831,54.40749352458759
6.46,38.26217774160919,-31.681480350696724,54.038356275275966
6.48,39.03164444638881,-30.751310967679004,54.11051306448626
6.5,40.59017086104842,-29.463391568136675,54.04850906358385
6.5200000000000005,41.14740534254929,-28.7537185293942,54.187181385108275
6.54,41.709334879488665,-27.309603064164314,53.575722087651585
6.5600000000000005,42.46550749656815,-25.767045016708344,54.56547499598362
6.58,42.950628263252284,-24.930334681103318,53.32908577687935
6.6000000000000005,43.15224171091127,-22.84216255972983,53.885687107392215
6.62,43.24172201717116,-21.02499025128178,54.58007445282242
6.640000000000001,43.443855621154704,-19.58765732262153,54.02668292882009
6.66,43.21760222628254,-16.99351955510872,53.751582412327714
6.68,43.01009455849156,-16.003552754193848,54.11369951937081
6.7,42.4468963463838,-14.068742792294929,54.02191300645476
6.72,42.000766044825205,-12.09304101416885,53.84455980392063
6.74,41.42636353687629,-10.431572619631716,53.585264813016046
6.76,41.04882015187519,-8.417398827155381,53.38900239089229
6.78,40.258343849667106,-7.363848723643947,54.00170792570883
6.8,39.359585903385934,-5.485159392000821,53.97620237500545
6.82,38.63635937822242,-3.8340886048525125,53.89255911546108
6.84,37.148403534209756,-2.3756577649208825,54.4848152325211
6.86,35.571155591963375,-0.86258684333799,54.13774392531364
6.88,34.07788556834308,-0.2291201932446132,54.1393691144896
6.9,33.337047799074845,1.354061685910283,54.116280278173704
6.92,31.50705006380056,2.1118518883061856,54.10379429120224
6.94,30.148677809477952,3.3264217361218673,53.87011734620269
6.96,28.464766496278095,3.4582972918419745,53.943722875038375
6.98,27.263787658949703,3.8897396213325255,54.175290108625745
7,25.88590217813865,3.7536844876111974,53.85340033230655
7.0200000000000005,25.18817861650394,4.083093204651723,54.00102000694736
7.04,23.04956517880275,4.503261167252889,53.975564915398685
7.0600000000000005,21.82798686392625,4.141548252928734,53.956929534120626
7.08,21.00787762447274,3.5842939302194754,54.21004308943832
7.1000000000000005,19.434107515756267,3.1399917115280758,54.02087147945266
7.12,18.228786659345346,2.398951268157182,53.52305783747616
7.140000000000001,17.40697948529303,1.2819218376715664,53.9180517848236
7.16,16.07881209144764,0.610403409854591,54.175853044624475
7.18,14.8134041947181,-0.48034526481042406,53.975618172349144
7.2,14.860398129979071,-2.5813866793264033,54.333838396081234
7.22,13.880509228377557,-3.5698494617322343,54.23421163683895
7.24,13.246838604546609,-4.863957300349666,53.950779752964884
7.26,13.569662209954632,-6.461126659004204,53.94637012684355
7.28,12.513529121018117,-8.214348499293708,54.14250398822847
7.3,12.771073493834061,-10.179356805349617,54.48727074193346
7.32,12.652199334802825,-12.028907504097502,54.26436824684063
7.34,12.782562729253971,-14.081915635642986,53.29965870513586
7.36,13.070690774576438,-15.679437476702596,54.2205438240947
7.38,14.11643822085626,-17.18632503145243,53.84637076881336
7.4,14.257140605260952,-19.26138864243111,54.06459046178574
7.42,14.426865048125924,-20.653717281555167,53.8211679948896
7.44,15.496481919956809,-22.168056483717493,53.77411407052083
7.46,16.60893496183043,-24.335844018753427,54.03487583053713
7.48,17.33633039734571,-25.568632690957912,54.054071510507214
7.5,18.182230994290297,-27.272741276968596,54.22732037546864
7.5200000000000005,19.915229659182273,-28.486506049707906,53.74935155649473
7.54,20.65322659559216,-29.942763486122054,54.04246305414814
7.5600000000000005,22.90833851012497,-30.793318637647772,53.876894883666914
7.58,23.938746430800546,-31.580867165473634,54.314392446427824
7.6000000000000005,25.692985952969565,-32.31824899431229,53.559485053333354
7.62,27.18699362502134,-33.25759359405211,54.24826206082547
7.640000000000001,28.193991837881107,-33.75426794284615,54.270450760299724
7.66,29.4871814307998,-33.735717240319474,53.992020214130555
7.68,31.096368719896176,-33.84275890296151,54.180734371182226
7.7,32.485661656637966,-34.02018786527684,53.927098845340524
7.72,33.664869689859714,-33.76660690094563,54.25883565315809
7.74,35.03601217035162,-33.553456966205914,54.43085876255542
7.76,36.49189377662748,-33.31567694767919,54.210134682676134
7.78,37.65690263436313,-32.50692884412684,53.40764487264954
7.8,38.134936803247236,-31.408927570292057,53.98570202232533
7.82,39.873919788815584,-31.294761693642723,54.293108153863685
7.84,40.525732316185355,-29.832843671007893,53.9681077969785
7.86,41.0617664360402,-28.559849707598346,54.049560588728816
7.88,41.65431483932739,-26.877285386165504,53.576903889330396
7.9,42.0258913222274,-24.950829889348586,53.764633206822204
7.92,43.1345210193265,-23.17736138611631,54.23055851102954
7.94,43.33948065642692,-22.231026585665408,54.00204768222214
7.96,43.47901287486105,-20.689450292150326,53.64933059104612
7.98,43.07607530471866,-18.326784703387705,53.8037899670272
8,43.45243430017643,-17.208367726065067,53.34914595295696
8.02,42.83989515258541,-15.017960447302844,54.221822311571884
8.040000000000001,42.52843849518517,-14.23229258965271,54.08659022779962
8.06,41.84512546627913,-11.4511470669303,54.741827795621866
8.08,41.49881504751304,-9.698484901699514,54.23690876764744
8.1,40.02790889829444,-8.136229987560322,54.12299356427492
8.120000000000001,40.0216635723897,-6.576964541413615,53.66699643824683
8.14,38.84590298504722,-4.739159425930682,54.40462938693133
8.16,37.70946627583305,-2.811282552606638,53.96863776307096
8.18,36.299387646527094,-1.2518906706779944,53.38146655006306
8.2,35.67360486153403,-0.8640567556312035,54.18225773449397
8.22,33.708148887631616,0.09330229781700972,53.960909375419504
8.24,32.47457729616275,1.0272280214185212,54.21312743809032
8.26,31.223670047735766,2.4333791541985956,54.099696402323076
8.28,30.14250266652163,2.827118275746706,54.39306636771105
8.3,28.075543473575305,3.704695573054879,53.784784068910014
8.32,26.785091106369443,4.316048190481686,54.00388322825596
8.34,25.45464209614432,4.545411210149641,53.74719198245975
8.36,24.252508134319594,4.413029850938775,53.777808053931764
8.38,22.79695474552543,3.6136063392801905,54.38335724555782
8.4,21.62949572490267,3.680983066875692,54.51577398240322
8.42,20.74160412441008,3.2023957375238954,54.788699758221426
8.44,19.10195742711771,2.3721267771778027,54.05003796355233
8.46,17.431729804324906,1.914026792026828,53.96607768609909
8.48,16.624151643523646,0.7503824344067951,53.79831673986834
8.5,15.818715027664632,-0.29199751377394456,54.02117594205175
8.52,15.474400333033481,-1.5163357838740819,53.96999179761218
8.540000000000001,14.251292713766887,-2.531838324949998,54.08843164491232
8.56,13.830776135613931,-4.180385189436439,53.990376305152566
8.58,13.147726114629947,-5.576755149805354,54.04113193581644
8.6,12.757951254790221,-7.167619822207856,54.11501879650784
8.620000000000001,12.455945664396829,-8.888711937889367,54.01087424974972
8.64,12.377858057517829,-10.273058992592018,53.88485933924113
8.66,12.621703846119237,-12.200916579652956,53.53238899541958
8.68,12.677625399202025,-13.847329687839473,53.938087339048614
8.700000000000001,14.003645946764227,-16.22928320707409,54.02918800447783
8.72,14.183240166939711,-17.857314618621555,54.02069828150408
8.74,14.085919492722375,-19.757395937524223,53.62253640813364
8.76,15.335580883743123,-21.647169079349105,54.13768769118413
8.78,16.345183142640433,-22.423467004195267,54.34992444172372
8.8,17.11641400298117,-24.431843660621727,53.73749740151691
8.82,18.02219085160877,-25.98299448448301,53.93004531935315
8.84,18.96799226479954,-27.93926023200206,53.99300918398328
8.86,20.420702637897172,-28.886256827519244,53.91481065492014
8.88,21.829744519156797,-30.449099533666697,53.76995225843366
8.9,22.955357810556812,-30.945277555510224,54.06964131519055
8.92,24.218822790819925,-32.2328779393313,54.025042237904124
8.94,25.39127017755594,-33.17751883500996,53.746222134612296
8.96,26.99874079496142,-33.09778290637727,53.87576667465039
8.98,28.13121515768602,-33.68179416412408,53.983091371754014
9,30.132063417876598,-33.95781873549345,53.93550257158108
9.02,30.773332638972814,-34.00253087635913,53.912348688308775
9.040000000000001,33.26245784254213,-34.54108638833744,53.993034570909685
9.06,34.48897972947309,-34.000031974968664,54.43062551745854
9.08,35.97055298123167,-33.195096567810126,54.22453078241594
9.1,36.769371272248875,-33.20645635350426,54.29320428010611
9.120000000000001,38.312117420671456,-32.1874140051556,53.915437556667776
9.14,38.84730916183301,-31.029202767344557,53.97978898797811
9.16,39.85836461392899,-30.09507046889864,53.97034610972057
9.18,41.11939312846262,-29.03910117612171,53.88266603732679
9.200000000000001,40.97321406231371,-27.93937044478672,54.12219505556514
9.22,42.597381878219636,-26.084021104537243,54.17840056872087
9.24,42.916745312537344,-25.111532898648296,53.66318044165867
9.26,43.70708334556491,-23.106909060099902,53.75788241890722
9.28,43.325292758025526,-21.31641034556199,53.95068127491102
9.3,43.126142693466136,-19.669879412932474,54.40622147047628
9.32,43.16340667968797,-18.378273270112665,54.3690779155661
9.34,43.263697984805255,-16.567017002013426,53.40644335653856
9.36,42.55661125140552,-14.703014225432502,54.319846597472235
9.38,42.55655200812971,-12.23026672141817,54.13876762188893
